id,name,rate,photo_url,text,review_url,created_at,updated_at
19,Sean E.,5,https://storage.googleapis.com/honest-moving-static/reviews/sean_e_avatar.png,"We picked Honest Moving for our move from Orange County to the Los Angeles area and it couldn't have been easier. Viktor and the rest of the crew were quick, professional, and super friendly throughout the entire move.

If we need to move again in the future, we wouldn't hesitate to call them again!",https://www.yelp.com/biz/honest-moving-and-storage-los-angeles-2?hrid=fktl_36hLuTO8vLI7ANIgw&utm_campaign=www_review_share_popup&utm_medium=copy_link&utm_source=(direct),2025-12-27 14:07:42.009793,2025-12-27 14:07:42.009793
16,Rene Y.,5,https://storage.googleapis.com/honest-moving-static/reviews/rene_y_avatar.jpg,"I have nothing but positive things to say about Honest Moving and Storage. This was our first time hiring movers and we are so glad we chose to book with Honest Moving. From the quote and booking process with Noel, to the entire move with Paul and Slava, it was a painless and surprising easy process.
Noel took the time to confirm our reservation and Paul and Slava called ahead with an ETA when they were on the way. Paul had us confirm what we needed on arrival and we all got right to work.

Paul and Slava took special care to cover our furniture with blankets and shrink wrap. They also were extra careful with our televisions. All of the boxes we had packed were stacked and dollied onto the truck. At our new place, our movers were great at following directions for bringing up our belongings (TO THE 4th FLOOR ) and setting them in the places we wanted.
The wardrobe boxes they loan are LIFESAVERS. It was super easy to hang all of our clothes on them and quickly transfer them over into our new closet.

Honest Moving offered a very competitive rate and had a discount rate if paying with cash.
I will never move again without awesome movers like the folks at Honest Moving!",https://www.yelp.com/biz/honest-moving-and-storage-los-angeles-2?hrid=pS3e9IKIMT832dqEQF_d3w&utm_campaign=www_review_share_popup&utm_medium=copy_link&utm_source=(direct),2025-12-27 14:00:24.027887,2025-12-27 14:00:24.027887
15,Jennifer C.,5,https://storage.googleapis.com/honest-moving-static/reviews/jennifer_c_avatar.png,"Honest moving and storage was super responsive and able to get me on the schedule 3 days before my move! James and Tsido showed up early and helped me pack up my outstanding miscellaneous items with the extra wardrobe boxes they had. Both gentlemen were amazing - super helpful and efficient and did not complain that we had to carry items up 3 flights of stairs. Price is also very competitive with all other mover options I saw on yelp.

Will definitely go with them again the next time I have to move!",https://www.yelp.com/biz/honest-moving-and-storage-los-angeles-2?hrid=4UlHPOaqBWMBJxB-IXNjRA&utm_campaign=www_review_share_popup&utm_medium=copy_link&utm_source=(direct),2025-12-27 13:58:57.104770,2025-12-27 13:58:57.104770
5,Marcia N.,5,https://storage.googleapis.com/honest-moving-static/reviews/marcia_n_avatar.jpg,"I'm so glad I called Honest Moving Company !
Honest moving company made my move less stressful by confirming twice before the big day.
I requested 3 movers. I have too many heavy boxes.

Honest Moving company has a big truck but fortunately parking was not a big issue.
From the start Viktor and his team were professional and ready to work. They meticulously covered my office chairs, mirror and sofa with blankets. They had huge boxes to pack all the light items I had. I asked them to be careful with my new refrigerator. I'm happy to say, my fridge is now at my new apartment and not a scratch on it.
My move took a little bit over 3 hours because I asked them to set up my beds frames and help with a sofa. Viktor and his team were always ready to help.

I plan to call them again for my next move.",https://www.yelp.com/biz/honest-moving-and-storage-los-angeles-2?hrid=Ywdkg2BZPOhdBWA8fIxM1w&utm_campaign=www_review_share_popup&utm_medium=copy_link&utm_source=(direct),2025-12-27 13:30:45.100120,2025-12-27 13:30:45.100120
9,Cynthia A.,5,https://storage.googleapis.com/honest-moving-static/reviews/cynthia_a_avatar.jpg,The movers that helped me were more than AMAZING. I definitely got my money's worth. I recommend these movers 100%,https://www.yelp.com/biz/honest-moving-and-storage-los-angeles-2?hrid=-rMRBHQ8Bn9xWORn1H5UDA&utm_campaign=www_review_share_popup&utm_medium=copy_link&utm_source=(direct),2025-12-27 13:38:39.086305,2025-12-27 13:38:39.086305
6,Joe W.,5,https://storage.googleapis.com/honest-moving-static/reviews/joe_w_avatar.jpg,"Let me start my saying I picked the worst day to move in LA, it was heavy raining with 50 mph gusts (it snowed in LA county!).

While Victor and his team were a few hours late, it honestly was understandable given the circumstances.

Victor and his team were ROCKSTARS, and I felt like I had the navy seals of moving helping me nonstop.

We shared a laugh or two, I bought us pizza for our break in the rain, and overall I would absolutely hire these guys again.",https://www.yelp.com/biz/honest-moving-and-storage-los-angeles-2?hrid=ksLO2HNglsgFSYzCJwx_7g&utm_campaign=www_review_share_popup&utm_medium=copy_link&utm_source=(direct),2025-12-27 13:32:08.873180,2025-12-27 13:32:08.873180
17,Amity Y.,5,https://storage.googleapis.com/honest-moving-static/reviews/amity_y_avatar.jpg,"This was by far the very best moving experience we have ever had - I can say that wholeheartedly!

From our initial interaction with Noel and Max, to our moving day with Matt and team, the level of professionalism, service, and care they took to ensure we had a great experience was first class. We are so grateful!

Our moving day went smoothly (even in the rain). The guys handled all our belongings gently and carefully, wrapping items as needed. Also, no surprises at the end with our bill. Our total cost came in under their maximum bid ""up to"" amount.

Highly, highly recommended Honest Moving! They are the best! (Thank you so much, Honest Moving team!)",https://www.yelp.com/biz/honest-moving-and-storage-los-angeles-2?hrid=CHqlJ5SWPNWui_NRwWecxg&utm_campaign=www_review_share_popup&utm_medium=copy_link&utm_source=(direct),2025-12-27 14:01:42.517547,2025-12-27 14:01:42.517547
12,Richard C.,5,https://storage.googleapis.com/honest-moving-static/reviews/richard_c_avatar.jpg,Jay and guys were awesome! Super helpful and super efficient! Will book them again for my next move. Great value for the amount of work.,https://www.yelp.com/biz/honest-moving-and-storage-los-angeles-2?hrid=FwgzQkGw8AFO-wfEAG4PIA&utm_campaign=www_review_share_popup&utm_medium=copy_link&utm_source=(direct),2025-12-27 13:53:34.399721,2025-12-27 13:53:34.399721
1,Paula R.,5,https://storage.googleapis.com/honest-moving-static/reviews/paula_r_avatar.jpg,"We are so incredibly happy with Alex and his team fromHonest Moving. All 4 of these awesome guys helped us move out of a packed 3 bedroom home in less than 7 hours!! That included bringing all our things to the new home and placing everything in the right place and setting up all the beds! Each worker was clean, respectful, honest and quick. The movers were very careful in wrapping and moving our fragile items and you could see they worked really hard every minute. I don't know how these gentleman work so hard without a break!

We chose Honest Moving after talking to 3 other companies. I just got a good feeling about Alex and he actually came to our home to give us an accurate estimate. When we compared prices, Alex's hourly price was very reasonable. I'm so glad we went with this company.

Their number is saved in my contacts because anytime we need a mover in the future we will only call Alex. We will also refer this company to our friends!

Thank you Alex and each one of your workers! You made a pain-in-the-butt move so much easier!",https://www.yelp.com/biz/honest-moving-and-storage-los-angeles-2?hrid=Z7ou__H8UdyCfFd8hYbP-Q&utm_campaign=www_review_share_popup&utm_medium=copy_link&utm_source=(direct),2025-12-27 13:23:50.494450,2025-12-27 13:23:50.494450
22,Channing T.,5,https://storage.googleapis.com/honest-moving-static/reviews/channing_t_avatar.jpg,"My experience with this company was positive from start to finish!

I messaged a question and got a call immediately to discuss and book my moving date.
Max was very helpful and answered all my questions.
Viktor and Slava were the movers and they were so efficient and careful with everything.
They wrapped up and bundled my furniture nicely and even disassembled/reassembled some things.
They were punctual and communicative via text.
The job was done quickly and I couldn't be happier.

I would recommend them and I'd definitely use them again for any future moves!",https://www.yelp.com/biz/honest-moving-and-storage-los-angeles-2?hrid=4t1W5AxPuTdToH9Lx_wbbw&utm_campaign=www_review_share_popup&utm_medium=copy_link&utm_source=(direct),2025-12-27 14:12:44.518425,2025-12-27 14:12:44.518425
7,Jenny C.,5,https://storage.googleapis.com/honest-moving-static/reviews/jenny_c_avatar.jpg,"We hired Honest moving for our move. We are INCREDIBLY GLAD we did!! Prior to the move they were quick and responsive, quotes we're provided and everything explained l, transparent.
On the day of the move Viktor and his team arrived on time. They had a team of 4 people and everyone was super respectful. They went above and beyond to ensure nothing was damaged.

Would definitely recommend them and use them again in the future!",https://www.yelp.com/biz/honest-moving-and-storage-los-angeles-2?hrid=27vi3rp8LbGmXaeHBcS0NA&utm_campaign=www_review_share_popup&utm_medium=copy_link&utm_source=(direct),2025-12-27 13:34:12.439109,2025-12-27 13:34:12.439109
18,Alexis W.,5,https://storage.googleapis.com/honest-moving-static/reviews/alexis_w_avatar.jpg,"I wasn't the best customer, I had to make a last minute move from the IE to LA on a short notice (first time adulting here) and Viktor/Tony were SO helpful.

I used Yelp projects to help me find Honest movers -- after reaching out Wed/Thurs I was all moved in on Sunday.
I didn't have much but it would have been way too much for me after the last few weeks I've had.

Work with them & they'll make sure you're taken care of! (:",https://www.yelp.com/biz/honest-moving-and-storage-los-angeles-2?hrid=FU4PmAIsycPqi4rvdKtZNw&utm_campaign=www_review_share_popup&utm_medium=copy_link&utm_source=(direct),2025-12-27 14:04:20.926534,2025-12-27 14:04:20.926534
11,Dewi A.,5,https://storage.googleapis.com/honest-moving-static/reviews/dewi_a_avatar.jpg,"I found out about Honest Moving through a friend who had used them before. When I called them, they answered right away. I thought my move would be difficult because there is no elevator in my new place and they had to carry my couch and other furniture up stairs, which is the main reason I couldn't move myself.

Also I was happy that there wasn't a truck fee!! I definitely got a great deal, which made me nervous at first because you get what you pay for. However, the guys were so professional and took every social distancing precaution possible. Although I have no plans to move again, I will definitely use them again when the time comes.",https://www.yelp.com/biz/honest-moving-and-storage-los-angeles-2?hrid=EYznuHaRbaoZOKSjGalPfA&utm_campaign=www_review_share_popup&utm_medium=copy_link&utm_source=(direct),2025-12-27 13:52:17.217801,2025-12-27 13:52:17.217801
10,Suzannah S.,5,https://storage.googleapis.com/honest-moving-static/reviews/suzannah_s_avatar.jpg,"I have moved many times in my life, but this is the first time I've ever coordinated with professional movers.
I contacted many companies and by far this was the most responsive, also the one with the best rate.
We were moving my mom-in-law to an assisted living facility.

Even though it was such a stressful moment, Mano (sorry for the spelling) and his partner were more than kind, hard-workingand truly HONEST.
They found $150 on the floor in a room and they handed it to us.
That quality is almost impossible to find and I value this the most.
They worked fast, efficiently and hassle free for my wife, mom and me.

Thank you and God bless!",https://www.yelp.com/biz/honest-moving-and-storage-los-angeles-2?hrid=Vl4ozBHygneJLWVCKmdavA&utm_campaign=www_review_share_popup&utm_medium=copy_link&utm_source=(direct),2025-12-27 13:50:26.762567,2025-12-27 13:50:26.762567
25,Jess E.,5,https://storage.googleapis.com/honest-moving-static/reviews/jess_e_avatar.jpg,"I'm super impressed with Honest Moving and Storage. From the very clear and detailed initial quote, to Noel's friendliness and helpfulness when we needed to reschedule our move multiple times (thank you!!!), to the efficiency and thoroughness of Viktor and his team (plus their furniture disassembly and reassembly skills), we had a great experience.",https://www.yelp.com/biz/honest-moving-and-storage-los-angeles-2?hrid=WloDWpxtQ-QgxIKrzhO52g&utm_campaign=www_review_share_popup&utm_medium=copy_link&utm_source=(direct),2025-12-27 14:26:17.081068,2025-12-27 14:26:17.081068
26,Ryan N.,5,https://storage.googleapis.com/honest-moving-static/reviews/ryan_n_avatar.jpg,"These guys were great! Not only were they on time and communicative, they went out of their way to help beyond the scope of work. I hired them for packing and for moving and they did everything perfectly. Their foreman Viktor was very easy to talk to and was able to communicate everything to his team. I would hire them again and again. So should you.",https://www.yelp.com/biz/honest-moving-and-storage-los-angeles-2?hrid=dFqvSTiOUuW6ZVJwFlECAg&utm_campaign=www_review_share_popup&utm_medium=copy_link&utm_source=(direct),2025-12-27 14:27:30.176628,2025-12-27 14:27:30.176628
27,Jade E.,5,https://storage.googleapis.com/honest-moving-static/reviews/jade_e_avatar.jpg,"Fantastic movers. We had to unload a uhaul box truck and the team Paul and Slava did a great job! They were very kind. Got it done earlier than expected!

Will use this company again if needed.",https://www.yelp.com/biz/honest-moving-and-storage-los-angeles-2?hrid=y4SRkMAjJP4w8Fa_BpqDeQ&utm_campaign=www_review_share_popup&utm_medium=copy_link&utm_source=(direct),2025-12-27 14:30:29.741096,2025-12-27 14:30:29.741096
28,Lisa J.,5,https://storage.googleapis.com/honest-moving-static/reviews/lisa_j_avatar.png,"Amazing team that went above and beyond! We will be hiring again soon! Highlt tecimmend? All worker were friendly, careful and worked tirelessly to finish the job. A****",https://www.yelp.com/biz/honest-moving-and-storage-los-angeles-2?hrid=AQgzddxFwE8J8mLO-QCPag&utm_campaign=www_review_share_popup&utm_medium=copy_link&utm_source=(direct),2025-12-27 14:38:20.277857,2025-12-27 14:38:20.277857
29,Dan S.,5,https://storage.googleapis.com/honest-moving-static/reviews/dan_s_avatar.jpg,"Viktor and his team did an amazing job moving us into our new home. They were fast, efficient, and very thorough with packing and wrapping all of our furniture. They helped place and unwrap furniture/rugs in their new areas and were there to help us as long as we needed.

Definitely would recommend if you're looking for reliable movers who take care of your belongings.",https://www.yelp.com/biz/honest-moving-and-storage-los-angeles-2?hrid=9FLZsfULJRsjsGE0sTHoEA&utm_campaign=www_review_share_popup&utm_medium=copy_link&utm_source=(direct),2025-12-27 14:41:15.632650,2025-12-27 14:41:15.632650
30,Iris Y.,5,https://storage.googleapis.com/honest-moving-static/reviews/iris_y_avatar.jpg,"It was my first big move. Victor and the team were very professional and efficient. I originally thought I didn't have a lot of staff, but when you start moving everything around, it just seems to multiply!

If I have had tried moving myself, I would be shocked at the amount of work or my dog ​​would chew on all the boxes, lol
But thanks to the guys, they worked hard and steady to load and unload everything at my new place quickly and very carefully.
We had a few steps leading up into my new place and they had to remove the door to put in my fridge, so I paid a little extra. $150 was totally worth it because there is no way I or anyone I know could have helped me get it in. It's funny the things you don't think of before you move.

These guys accomplished the impossible.
I'm so grateful!",https://www.yelp.com/biz/honest-moving-and-storage-los-angeles-2?hrid=E6TAnyJ9JtCIGYesL5nMNQ&utm_campaign=www_review_share_popup&utm_medium=copy_link&utm_source=(direct),2025-12-27 14:42:52.336889,2025-12-27 14:42:52.336889
